h,t,r
1546,1280,59
1693,169,59
6775,2482,59
6286,2482,59
8784,2482,59
7957,959,59
441,104,59
3728,1274,59
2041,1274,59
7902,146,59
5242,951,59
1693,104,59
5909,604,59
11282,604,59
2700,1197,59
1557,988,59
2179,2482,59
1693,4491,59
8298,169,59
441,1274,59
3728,1197,59
6474,951,59
6331,4491,59
3665,951,59
914,1556,59
2700,604,59
1745,988,59
3956,169,59
1013,146,59
1557,169,59
8298,104,59
10875,146,59
950,2482,59
2700,4491,59
12454,1274,59
3193,1556,59
5242,146,59
1745,169,59
3076,4491,59
2721,959,59
6963,104,59
8183,951,59
3956,959,59
6393,1556,59
2179,169,59
950,4491,59
12454,4491,59
5047,169,59
2700,1660,59
4530,4491,59
3076,959,59
2721,1660,59
603,1274,59
950,604,59
6331,2482,59
1546,4431,59
3728,146,59
958,988,59
4530,104,59
2278,2655,59
6300,1274,59
441,1556,59
8464,146,59
6608,2482,59
8073,104,59
1546,146,59
8298,604,59
105,1274,59
958,169,59
6393,951,59
1745,1556,59
2654,169,59
9576,1660,59
3085,1556,59
1279,4491,59
4274,1556,59
6707,4491,59
6608,104,59
5903,2482,59
1745,104,59
6531,1274,59
6963,959,59
6393,146,59
6300,1197,59
6608,1274,59
6963,4491,59
4530,1556,59
3118,2482,59
5903,1556,59
6474,604,59
8183,1660,59
8784,4491,59
6775,169,59
8942,169,59
984,604,59
4530,1274,59
6474,1274,59
7957,2482,59
3118,951,59
3118,959,59
5880,1274,59
6707,1660,59
7843,1556,59
2721,6543,59
3085,104,59
7882,1556,59
2041,959,59
6775,146,59
7556,6543,59
4274,6543,59
3105,604,59
914,104,59
3118,4491,59
6963,1274,59
170,169,59
4072,1274,59
3118,1274,59
3956,6543,59
5880,169,59
4530,1197,59
2381,104,59
3956,1660,59
7546,801,1083
6903,801,1083
6903,6904,574
7546,6904,574
180,181,65
1262,1263,65
182,1344,65
2461,2462,65
2757,1045,65
3877,3544,65
1425,4054,65
180,5290,65
1830,1916,65
4218,2041,65
7460,5084,65
2996,3283,65
5117,7973,65
3177,8292,65
2814,6440,65
5746,6319,65
6748,2280,65
3221,1426,65
318,8724,65
318,842,65
8243,8242,65
6039,9461,65
2757,9609,65
1418,4387,65
4541,9730,65
4218,7957,65
1157,2462,65
10233,3534,65
9228,1372,65
7438,10874,65
6387,10880,65
7707,11026,65
4218,2239,65
11226,11227,65
8356,5440,65
10350,11243,65
6039,6038,65
6844,3515,65
3177,5423,65
2743,2742,65
10821,6419,65
4382,7031,65
4218,4217,65
3362,2679,65
5499,875,65
5185,7843,65
4425,2980,65
4629,8923,65
11215,2443,65
4604,4623,65
6039,5084,65
7460,2462,65
3140,12833,65
6039,9571,65
3177,4591,65
180,6776,65
4114,7369,65
3362,10163,65
6039,1263,65
9907,4557,65
1425,7910,65
10586,6963,65
7707,11559,65
180,9167,65
5316,6353,65
7680,6038,65
5068,13242,65
9446,9355,65
1533,7900,65
783,10905,65
5068,5069,65
7827,7035,65
3877,3516,65
318,6319,65
1113,2699,65
4114,11001,65
2814,8589,65
10233,173,65
1113,11853,65
1533,9213,65
7429,8321,65
6467,1422,65
2682,10329,65
1352,11117,65
8240,9197,65
7827,7900,65
1699,8323,65
6039,317,65
2720,5242,65
2743,3516,65
8356,2653,65
4114,9355,65
9940,6319,65
7438,11499,65
5509,9727,65
5316,3005,65
7429,1653,65
6387,13703,65
1699,5747,65
5117,1342,65
11215,5140,65
318,1421,65
7827,11697,65
2682,5431,65
182,2129,65
783,9213,65
7460,1344,65
3196,3197,65
1420,7910,65
6387,11439,65
3221,568,65
783,1700,65
10821,10715,65
9831,11050,65
9678,4400,65
2979,9213,65
6844,7213,65
2743,10717,65
318,5856,65
9678,2980,65
6746,4400,65
5185,2381,65
10927,1273,65
7827,7828,65
4541,6947,65
1420,7174,65
2979,2390,65
8212,5675,65
8356,5861,65
2814,7035,65
9446,516,65
3082,7441,65
4629,1663,65
6039,6440,65
7546,1114,65
2682,11872,65
1113,4387,65
10233,5444,65
9907,10905,65
5746,5747,65
5499,1921,65
9052,3197,65
4604,11227,65
7707,13396,65
1420,8523,65
5185,3105,65
9940,3367,65
2996,9167,65
10350,7498,65
9438,1263,65
3196,12681,65
9848,9608,65
318,10177,65
1113,801,65
9446,12828,65
9445,10611,65
3177,10314,65
4382,4383,65
3140,11292,65
1262,516,65
1113,1114,65
10927,5880,65
7438,6525,65
4604,6353,65
2461,11439,65
6467,12534,65
3284,6947,65
11356,10907,65
9446,10151,65
10350,4583,65
9848,3397,65
6039,3283,65
5148,11499,65
182,3283,65
4541,4540,65
9907,1344,65
4541,2980,65
7984,11079,65
6467,9758,65
6039,7702,65
8028,984,65
2814,9459,65
318,9084,65
2996,3005,65
3221,5747,65
2979,9571,65
8212,9053,65
7707,3130,65
1157,3275,65
5746,8355,65
4204,3321,65
3140,10272,65
5746,8589,65
1262,7321,65
1352,7441,65
8423,9977,65
182,4863,65
8423,8371,65
1699,10950,65
7546,801,65
182,1372,65
6170,9141,65
6844,1527,65
5117,9865,65
3177,7855,65
3362,3361,65
7680,7062,65
1699,13263,65
1639,984,65
8938,11886,65
10233,12681,65
4604,4558,65
9438,3654,65
8243,8446,65
3877,4671,65
10233,7420,65
10821,9053,65
8938,8,65
10233,4972,65
10821,3176,65
4629,7999,65
8243,4799,65
6318,6319,65
9458,9891,65
4541,11549,65
10350,10866,65
7460,4592,65
5499,9395,65
11215,2493,65
9907,2390,65
3140,12444,65
3196,8744,65
4629,3275,65
7460,7369,65
9458,9997,65
3284,13391,65
6039,4054,65
5746,4540,65
1113,752,65
6387,5315,65
1420,11554,65
9438,1426,65
3221,10394,65
9228,2980,65
3140,9355,65
5316,4671,65
4218,441,65
4541,8355,65
9446,7751,65
7429,7428,65
1699,7370,65
1425,5493,65
7827,3397,65
6039,10661,65
3196,12298,65
6039,6319,65
7142,8534,65
1157,2681,65
3140,3515,65
6387,7369,65
783,1372,65
5499,6971,65
5185,1745,65
1639,1273,65
5834,2280,65
9445,12444,65
182,317,65
4382,7685,65
9124,10923,65
2720,2721,65
1699,4400,65
4425,1372,65
9678,11127,65
4382,2763,65
3196,3544,65
3362,11080,65
3919,1745,65
5425,6424,65
3284,3283,65
180,11439,65
3196,12930,65
5746,9730,65
9678,568,65
3877,6823,65
4425,13187,65
4218,254,65
4541,7994,65
3082,1421,65
7827,9345,65
4218,801,65
182,183,65
3309,441,65
6748,2443,65
1699,9997,65
7680,1206,65
1699,1700,65
8212,10715,65
7984,6608,65
7142,11526,65
5746,11404,65
180,5055,65
9907,7900,65
2996,5440,65
9228,4592,65
5498,10451,65
8028,8942,65
1262,9355,65
2665,8269,65
4541,1421,65
2665,10451,65
180,10394,65
9848,5656,65
3140,1831,65
7460,4908,65
7460,1527,65
4114,4113,65
4604,11730,65
1699,6745,65
318,7994,65
9458,1878,65
1533,7174,65
2814,12221,65
7460,4671,65
2996,11,65
9907,11554,65
4114,11227,65
7680,1700,65
1425,1426,65
4114,8523,65
3196,12029,65
1830,5444,65
9228,6745,65
7984,2278,65
1830,8446,65
8243,12298,65
8938,8474,65
8356,8135,65
9678,3397,65
987,6608,65
4298,5510,65
2720,3085,65
9831,2443,65
6318,10880,65
4204,1070,65
4425,8589,65
3196,10923,65
3362,8,65
7460,4623,65
3284,8622,65
6844,11145,65
6467,6466,65
5117,8,65
2461,8523,65
4665,11499,65
6844,3038,65
9907,9385,65
7429,7149,65
1533,1532,65
9848,9385,65
3221,9167,65
1418,6876,65
1830,11195,65
12944,11096,65
4604,5315,65
2625,2493,65
3177,8163,65
9052,9053,65
2979,8933,65
1262,14195,65
6748,6992,65
3362,9865,65
8243,13970,65
11356,9378,65
9907,5656,65
1157,2129,65
3362,8933,65
2625,5842,65
9848,4297,65
2979,11,65
5498,2613,65
318,9730,65
6155,958,65
3082,10956,65
2665,887,65
5316,7213,65
2979,8072,65
7632,4863,65
9678,5747,65
5746,11549,65
5316,4113,65
9445,11886,65
12944,3813,65
6903,801,65
8356,568,65
4425,5315,65
2757,12351,65
2665,2624,65
1639,105,65
5834,5776,65
2814,10972,65
6387,13225,65
6844,11453,65
6039,7994,65
6746,3283,65
9438,10394,65
10233,10923,65
2461,10880,65
8938,9127,65
9124,10599,65
8212,3176,65
1418,801,65
2996,8933,65
1425,8,65
182,3005,65
783,3283,65
7984,1198,65
9446,11145,65
3919,8073,65
9052,4583,65
1420,1421,65
1262,8,65
3877,9167,65
9446,11001,65
9458,9459,65
5185,4274,65
9446,9345,65
4425,2653,65
8938,7994,65
4541,5493,65
1533,2390,65
2979,2980,65
1418,3154,65
4298,4297,65
180,3126,65
8356,9461,65
1699,6947,65
4298,7062,65
9124,4458,65
6318,13654,65
9228,3283,65
2979,2997,65
783,5055,65
3196,905,65
6746,3015,65
10233,10163,65
3140,1527,65
2461,1878,65
3284,8523,65
2682,7084,65
1425,1532,65
9446,11872,65
3177,9053,65
9228,379,65
7546,3937,65
5963,2493,65
12102,10455,65
318,6038,65
9678,5084,65
1352,7528,65
5185,958,65
1157,9971,65
1699,9127,65
6170,1070,65
6746,11632,65
11226,5856,65
4204,7550,65
9848,9371,65
2979,1421,65
4218,7843,65
4541,9461,65
180,8724,65
1830,10442,65
9848,10175,65
8243,1206,65
4425,12191,65
7142,6494,65
2625,2624,65
4604,5162,65
7142,801,65
8212,4113,65
9940,8589,65
3140,12908,65
9907,12244,65
5746,9727,65
7827,6745,65
4204,9197,65
2979,9167,65
9446,4592,65
783,11,65
3177,3176,65
9907,3397,65
1262,2462,65
6467,9126,65
2461,9712,65
10350,9466,65
4629,4007,65
2665,3321,65
4298,6038,65
8938,7751,65
10350,8328,65
6318,7028,65
9052,3176,65
6746,6745,65
1157,11213,65
2757,10394,65
2461,5493,65
9445,11911,65
1830,3574,65
2682,5440,65
7707,2129,65
8356,12828,65
7438,10889,65
4298,3005,65
9458,1421,65
3309,3076,65
8938,11905,65
6748,14035,65
5316,11292,65
11226,7910,65
6039,2980,65
3140,7762,65
7429,1045,65
1425,7062,65
9940,9730,65
5425,4193,65
2682,7170,65
9458,9730,65
9907,10956,65
9052,5784,65
318,11127,65
180,6353,65
1420,4592,65
9445,1045,65
5316,10923,65
2461,12828,65
7632,2980,65
3082,8427,65
11226,9213,65
1352,8,65
9678,4540,65
7460,3126,65
9446,3015,65
7632,5055,65
2757,5055,65
5316,2997,65
2979,7174,65
1418,3482,65
6798,10455,65
1830,13341,65
2996,2980,65
4541,7900,65
6318,10116,65
7680,12250,65
9458,11632,65
1113,3007,65
10233,10232,65
4218,914,65
6287,3076,65
2665,4037,65
3221,11,65
3284,11145,65
10350,173,65
7655,2280,65
1830,1831,65
7632,6776,65
9124,7999,65
8356,7321,65
6387,4863,65
1639,12226,65
10350,2679,65
8212,12828,65
4298,4558,65
2814,11292,65
1639,1198,65
9848,7184,65
9052,5675,65
10586,5880,65
7438,7999,65
10428,11079,65
4114,5290,65
3140,3077,65
6318,9712,65
1352,2763,65
10586,2278,65
9848,3367,65
7632,11735,65
3877,11145,65
3082,10972,65
1418,1417,65
5148,4593,65
10428,7674,65
6467,8,65
9438,7702,65
5316,9355,65
6844,12462,65
11296,254,65
7632,12010,65
6287,1906,65
2682,7702,65
9678,4297,65
9458,12828,65
1157,4666,65
8356,1878,65
2814,1700,65
1533,11886,65
8938,5290,65
8423,11121,65
9124,8228,65
11215,7823,65
6155,145,65
8243,5784,65
2757,7999,65
9228,7321,65
11226,7994,65
1262,9127,65
5068,4775,65
1157,9674,65
9228,11,65
2996,9571,65
11226,8724,65
7632,11439,65
7680,9997,65
5185,11079,65
7632,516,65
7680,8135,65
7680,6319,65
1157,2320,65
3877,4221,65
7680,3015,65
1113,1388,65
4382,11632,65
4298,7369,65
1830,6487,65
9124,9609,65
1639,11079,65
4114,11292,65
2814,4400,65
5185,1546,65
7707,13391,65
7429,12667,65
6318,12689,65
4114,5315,65
8243,10822,65
6387,3985,65
1639,6608,65
7429,13546,65
6746,4558,65
9940,4400,65
11226,4113,65
9445,9991,65
7429,5849,65
2996,9345,65
4629,8228,65
3082,11632,65
9438,8072,65
7827,6440,65
180,6947,65
5509,5510,65
11215,2280,65
180,11730,65
318,317,65
4298,5290,65
2757,4908,65
3082,2390,65
9228,7213,65
2996,7900,65
9907,9712,65
4629,9609,65
2461,7994,65
7632,11292,65
11356,10701,65
1262,7910,65
4382,7441,65
5746,7702,65
182,8292,65
10821,10314,65
4604,7702,65
1113,6876,65
9678,11,65
6748,2624,65
6318,4558,65
7707,11083,65
9907,10175,65
5316,5315,65
9678,10394,65
2682,2681,65
8356,11001,65
7142,2920,65
4382,11441,65
6844,7446,65
5425,2613,65
3177,6947,65
8423,842,65
7438,12351,65
9940,11213,65
3284,9517,65
8243,8328,65
3221,2129,65
6746,1421,65
1418,9086,65
4604,11554,65
7707,10611,65
7680,8575,65
6467,4068,65
1533,2653,65
8240,4193,65
3177,10715,65
8938,10493,65
1352,10693,65
11226,5290,65
2461,7321,65
3221,3222,65
5068,11901,65
7707,2681,65
3082,2763,65
1425,4113,65
1830,3285,65
9446,7213,65
1639,3728,65
9438,181,65
2720,7957,65
1533,5290,65
3196,7277,65
4629,9684,65
3177,3005,65
12944,14154,65
4629,10501,65
7680,3367,65
5117,3361,65
4425,9127,65
6039,4592,65
6318,4671,65
8243,7420,65
6844,9925,65
2814,6776,65
7680,3397,65
2461,6353,65
3309,3728,65
9458,9167,65
7680,5440,65
4604,8523,65
1533,7321,65
4940,2493,65
182,8933,65
318,2462,65
7632,13740,65
9940,7174,65
5746,6440,65
4114,8933,65
4218,3482,65
1420,842,65
987,2041,65
1533,1372,65
318,11404,65
4665,6243,65
5148,6525,65
783,6745,65
9438,7751,65
9940,1263,65
535,1198,65
2996,2997,65
4218,6708,65
10350,3534,65
3196,10851,65
11226,11632,65
9907,9906,65
4541,1372,65
6844,7762,65
6387,5856,65
4425,1263,65
8356,4400,65
8240,2493,65
1533,4908,65
5316,1045,65
5746,13339,65
10350,2320,65
9228,11001,65
3284,4583,65
6746,1372,65
3140,8622,65
6170,875,65
10350,3285,65
3177,10693,65
8243,9913,65
5746,183,65
1157,842,65
8243,10923,65
9052,10715,65
10821,10325,65
3221,8744,65
9124,3516,65
8356,8355,65
2665,2666,65
2682,6319,65
9446,8523,65
2920,7142,584
1417,1418,584
1388,1113,584
254,4218,584
3154,1418,584
801,4218,584
2699,1113,584
8534,7142,584
4387,1113,584
4387,1418,584
752,1113,584
3007,1113,584
801,1418,584
3937,7546,584
3482,1418,584
3482,4218,584
6494,7142,584
6876,1418,584
4217,4218,584
1114,1113,584
801,1113,584
6876,1113,584
801,7142,584
2239,4218,584
9086,1418,584
11853,1113,584
11526,7142,584
254,11296,584
1114,7546,584
239,240,81
758,240,81
1090,240,81
1445,240,81
3406,240,81
3614,240,81
3494,240,81
4902,240,81
5283,240,81
5898,240,81
6649,240,81
7494,240,81
6582,240,81
7547,240,81
7893,240,81
7922,240,81
7943,240,81
5845,240,81
3037,240,81
4882,240,81
4631,240,81
9695,240,81
9745,240,81
10092,240,81
8675,240,81
10268,240,81
10335,240,81
10617,240,81
7467,240,81
10694,240,81
8414,240,81
2486,240,81
10894,240,81
10910,240,81
9743,240,81
8696,240,81
11221,240,81
11228,240,81
7176,240,81
11656,240,81
6908,240,81
9181,240,81
9775,240,81
9564,240,81
10654,240,81
8350,240,81
900,240,81
12091,240,81
12271,240,81
10608,240,81
9880,240,81
11889,240,81
12607,240,81
3192,240,81
7958,240,81
6633,240,81
4881,240,81
1967,240,81
6867,240,81
10605,240,81
498,240,81
10974,240,81
4507,240,81
5645,240,81
2463,240,81
3262,240,81
6033,240,81
8070,240,81
3797,240,81
13334,240,81
2412,240,81
13366,240,81
9102,240,81
9056,240,81
13126,240,81
7536,240,81
12787,240,81
8447,240,81
245,240,81
7246,240,81
9650,240,81
11311,240,81
7972,240,81
11731,240,81
13340,240,81
7648,240,81
13694,240,81
12520,240,81
3319,240,81
340,240,81
7854,240,81
1307,240,81
11599,240,81
11769,240,81
7534,240,81
10145,240,81
13803,240,81
13337,240,81
2028,240,81
10299,240,81
8014,240,81
9786,240,81
1440,240,81
13543,240,81
7465,240,81
11560,240,81
3809,240,81
9644,240,81
13905,240,81
13921,240,81
4424,240,81
13490,240,81
205,240,81
353,240,81
11143,240,81
11454,240,81
4310,240,81
12852,240,81
8494,240,81
10565,240,81
13074,240,81
2560,240,81
10320,240,81
12388,240,81
1893,240,81
2953,240,81
1756,240,81
7839,240,81
8615,240,81
7630,240,81
14125,240,81
8160,240,81
12392,240,81
11951,240,81
9097,240,81
10790,240,81
12575,240,81
11966,240,81
2302,240,81
9910,240,81
13323,240,81
10626,240,81
10835,240,81
13419,240,81
6217,240,81
10120,240,81
10948,240,81
10651,240,81
13378,240,81
11997,240,81
13613,240,81
6922,240,81
14265,240,81
7282,240,81
6068,240,81
9144,240,81
13984,240,81
13553,240,81
11014,240,81
10653,240,81
10030,240,81
10058,240,81
8295,240,81
6767,240,81
9199,240,81
11627,240,81
13111,240,81
7255,240,81
7070,240,81
13498,240,81
13231,240,81
13829,240,81
2909,240,81
14411,240,81
13787,240,81
11786,240,81
5408,240,81
3744,240,81
154,240,81
1886,240,81
12735,240,81
11325,240,81
9235,240,81
5080,240,81
8656,240,81
11300,240,81
12264,240,81
13481,240,81
2142,240,81
13952,240,81
14335,240,81
8735,240,81
4968,240,81
9565,240,81
812,240,81
8476,240,81
14292,240,81
8216,240,81
12813,240,81
3296,240,81
9787,240,81
12219,240,81
12794,240,81
9696,240,81
10980,240,81
8133,240,81
2499,240,81
14395,240,81
4561,240,81
9449,240,81
6937,240,81
10010,240,81
14181,240,81
8002,240,81
6028,240,81
7218,240,81
10342,240,81
9762,240,81
7886,240,81
8968,240,81
14257,240,81
11134,240,81
12231,240,81
9114,240,81
2902,240,81
533,240,81
4878,240,81
7961,240,81
3698,240,81
10944,240,81
6705,240,81
10410,240,81
11798,240,81
10789,240,81
12132,240,81
8205,240,81
13796,240,81
10737,240,81
10462,240,81
2242,240,81
12629,240,81
13055,240,81
5863,240,81
13427,240,81
3758,240,81
12739,240,81
12822,240,81
7048,240,81
5674,240,81
12537,240,81
1726,240,81
8679,240,81
1494,240,81
4531,240,81
2888,240,81
11432,240,81
11106,240,81
13833,240,81
5754,240,81
8150,240,81
12140,240,81
377,240,81
3700,240,81
11740,240,81
4337,240,81
12971,240,81
10186,240,81
9318,240,81
14507,240,81
8982,240,81
8049,240,81
4657,240,81
11780,240,81
2982,240,81
12318,240,81
8792,240,81
10162,240,81
59,240,81
13038,240,81
10382,240,81
14416,240,81
6541,240,81
3939,240,81
10174,240,81
10380,240,81
2090,240,81
13318,240,81
1632,240,81
7892,240,81
14689,240,81
12969,240,81
5234,240,81
6271,240,81
14465,240,81
6665,240,81
3363,240,81
6360,240,81
7885,240,81
8555,240,81
11345,240,81
10766,240,81
4270,240,81
13088,240,81
6932,240,81
13313,240,81
12003,240,81
7721,240,81
10240,240,81
14087,240,81
5454,240,81
8280,240,81
12236,240,81
6164,240,81
980,240,81
6471,240,81
11964,240,81
1139,240,81
5778,240,81
8345,240,81
10940,240,81
4168,240,81
12659,240,81
13372,240,81
13401,240,81
13935,240,81
13571,240,81
244,240,81
11831,240,81
2160,240,81
14015,240,81
5693,240,81
2317,240,81
4853,240,81
10676,240,81
1153,240,81
11684,240,81
2045,240,81
13878,240,81
13727,240,81
9295,240,81
8910,240,81
6338,240,81
5420,240,81
12738,240,81
2026,240,81
13168,240,81
12643,240,81
192,240,81
13305,240,81
1432,240,81
6841,240,81
3114,240,81
8275,240,81
13968,240,81
10906,240,81
11546,240,81
10275,240,81
12954,240,81
2469,240,81
12703,240,81
7541,240,81
6553,240,81
4552,240,81
9428,240,81
11680,240,81
4497,240,81
6701,240,81
10413,240,81
4960,240,81
10278,240,81
409,240,81
14026,240,81
12254,240,81
9041,240,81
1362,240,81
13343,240,81
5483,240,81
9655,240,81
11539,240,81
12308,240,81
3894,240,81
9552,240,81
5293,240,81
10294,240,81
14254,240,81
11842,240,81
13470,240,81
5673,240,81
13347,240,81
13663,240,81
5944,240,81
12367,240,81
2007,240,81
1995,240,81
1742,240,81
5617,240,81
12227,240,81
7225,240,81
341,240,81
7530,240,81
10182,240,81
11030,240,81
9656,240,81
12861,240,81
2522,240,81
14152,240,81
11506,240,81
1553,240,81
13379,240,81
14590,240,81
5921,240,81
13414,240,81
13291,240,81
8051,240,81
12577,240,81
4137,240,81
11603,240,81
3595,240,81
9622,240,81
9789,240,81
6820,240,81
3316,240,81
12783,240,81
5997,240,81
686,240,81
1730,240,81
11670,240,81
2983,240,81
5936,240,81
5436,240,81
9623,240,81
3031,240,81
13742,240,81
2490,240,81
13153,240,81
6470,240,81
11402,240,81
11510,240,81
6868,240,81
11365,240,81
13649,240,81
11635,240,81
3903,240,81
7099,240,81
12092,240,81
1725,240,81
5516,240,81
4384,240,81
12834,240,81
10903,240,81
12307,240,81
7846,240,81
7450,240,81
4279,240,81
8913,240,81
5358,240,81
12521,240,81
13279,240,81
11135,240,81
14312,240,81
6540,240,81
1264,240,81
13480,240,81
9703,240,81
8219,240,81
2819,240,81
2035,240,81
9388,240,81
11582,240,81
14326,240,81
10420,240,81
12535,240,81
1631,240,81
12871,240,81
2367,240,81
7531,240,81
8537,240,81
6972,240,81
6799,240,81
8598,240,81
6512,240,81
10111,240,81
3893,240,81
12665,240,81
6849,240,81
9305,240,81
12016,240,81
808,240,81
4307,240,81
9494,240,81
14340,240,81
4923,240,81
9065,240,81
12458,240,81
14305,240,81
10441,240,81
8466,240,81
10480,240,81
13585,240,81
2100,240,81
8981,240,81
13776,240,81
6883,240,81
7129,240,81
920,240,81
5622,240,81
2270,240,81
12057,240,81
13936,240,81
8208,240,81
3011,240,81
10197,240,81
5846,240,81
2957,240,81
1540,240,81
7312,240,81
12772,240,81
13780,240,81
13562,240,81
14378,240,81
12860,240,81
13511,240,81
11578,240,81
6089,240,81
13576,240,81
2818,240,81
10023,240,81
9723,240,81
8388,240,81
9108,240,81
3637,240,81
12517,240,81
10913,240,81
12859,240,81
14420,240,81
13174,240,81
11467,240,81
7589,240,81
8465,240,81
11827,240,81
8725,240,81
8334,240,81
3795,240,81
14048,240,81
14003,240,81
13722,240,81
13981,240,81
12171,240,81
6204,240,81
10230,240,81
11979,240,81
14014,240,81
6928,240,81
1848,240,81
8897,240,81
12936,240,81
13260,240,81
11076,240,81
13757,240,81
13874,240,81
12139,240,81
1270,240,81
137,240,81
6594,240,81
10042,240,81
6142,240,81
5937,240,81
9742,240,81
12890,240,81
4184,240,81
7968,240,81
10337,240,81
5650,240,81
2353,240,81
12690,240,81
10495,240,81
10143,240,81
8437,240,81
12803,240,81
13331,240,81
2153,240,81
2036,240,81
7418,240,81
9508,240,81
2897,240,81
10187,240,81
13542,240,81
4545,240,81
6513,240,81
14282,240,81
11286,240,81
10066,240,81
11863,240,81
9915,240,81
5644,240,81
13518,240,81
2858,240,81
10891,240,81
5891,240,81
11016,240,81
14432,240,81
13503,240,81
899,240,81
8157,240,81
10731,240,81
11664,240,81
718,240,81
11092,240,81
7698,240,81
2696,240,81
8304,240,81
8777,240,81
10631,240,81
14633,240,81
9064,240,81
13475,240,81
8475,240,81
7207,240,81
13733,240,81
8760,240,81
12064,240,81
13847,240,81
9042,240,81
6555,240,81
9544,240,81
12176,240,81
13249,240,81
7510,240,81
12695,240,81
3271,240,81
9601,240,81
1150,240,81
10059,240,81
142,240,81
13389,240,81
8965,240,81
1562,240,81
10930,240,81
616,240,81
14338,240,81
12970,240,81
4595,240,81
12395,240,81
13937,240,81
10427,240,81
9198,240,81
5074,240,81
1855,240,81
9342,240,81
13700,240,81
14045,240,81
2318,240,81
5781,240,81
13127,240,81
9688,240,81
7769,240,81
13255,240,81
719,240,81
4463,240,81
11462,240,81
10838,240,81
12240,240,81
12754,240,81
13672,240,81
7962,240,81
14247,240,81
657,240,81
5496,240,81
11960,240,81
410,240,81
14685,240,81
5390,240,81
6735,240,81
6184,240,81
9287,240,81
13444,240,81
12461,240,81
9391,240,81
12776,240,81
11024,240,81
9000,240,81
4568,240,81
2995,240,81
10548,240,81
7585,240,81
4398,240,81
1885,240,81
2453,240,81
2018,240,81
10488,240,81
6034,240,81
874,240,81
3771,240,81
2506,240,81
13164,240,81
1754,240,81
8099,240,81
3594,240,81
1548,240,81
5050,240,81
12895,240,81
14176,240,81
12414,240,81
7975,240,81
6132,240,81
3623,240,81
6506,240,81
3984,240,81
13031,240,81
6970,240,81
13078,240,81
10705,240,81
4464,240,81
8616,240,81
13528,240,81
